"","X","date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien"
"10465",10465,"18??","https://gallica.bnf.fr/ark:/12148/cb327695835/date","Rio de Janeiro","L'Estafette",1,"cb327695835",30,"1867-01","1867-01","1867-01-01","1867-01-31",FALSE
"10466",10466,"19??","https://gallica.bnf.fr/ark:/12148/cb32770289f/date","S. l.","L'Etoile des Alpes",1,"cb32770289f",30,"1944-05","1944-05","1944-05-01","1944-05-31",FALSE
"10467",10467,"1860-1860","https://gallica.bnf.fr/ark:/12148/cb32770590g/date","Paris","Almanach album charivarique",1,"cb32770590g",364,"1861","1861","1861-01-01","1861-12-31",FALSE
"10468",10468,"194?-194?","https://gallica.bnf.fr/ark:/12148/cb32811851k/date","S. l.","La Marseillaise ",1,"cb32811851k",30,"1944-03","1944-03","1944-03-01","1944-03-31",FALSE
"10469",10469,"1928-1932","https://gallica.bnf.fr/ark:/12148/cb32810725h/date","Paris","Magazine scientifique illustré de l'instituteur ",4,"cb32810725h",1125,"1928-10","1931-10","1928-10-01","1931-10-31",FALSE
"10470",10470,"1915","https://gallica.bnf.fr/ark:/12148/cb328120012/date","Manheulles","Le Marteau ",1,"cb328120012",NA,"1915-09","1915-09","1915-09-01","1915-09-31",FALSE
"10471",10471,"1909-1909","https://gallica.bnf.fr/ark:/12148/cb32809521j/date","Lyon","La Lucarne ",2,"cb32809521j",12,"1909-03-13","1909-03-25","1909-03-13","1909-03-25",FALSE
"10472",10472,"1948","https://gallica.bnf.fr/ark:/12148/cb32763138s/date","S. l.","L'Echo seguois",2,"cb32763138s",NA,"1943-08","1943-09","1943-08-01","1943-09-31",FALSE
"10473",10473,"19..-19..","https://gallica.bnf.fr/ark:/12148/cb32813081s/date","Melun","Mémento graza ",1,"cb32813081s",364,"1918","1918","1918-01-01","1918-12-31",FALSE
"10474",10474,"1885-1886","https://gallica.bnf.fr/ark:/12148/cb32757482v/date","Nimes","Le Dimanche des écoles chrétiennes ",1,"cb32757482v",NA,"1885-04","1885-04","1885-04-01","1885-04-31",FALSE
"10475",10475,"1851-18..","https://gallica.bnf.fr/ark:/12148/cb32750466x/date","Paris","Le Courrier de la Californie ",1,"cb32750466x",364,"1850","1850","1850-01-01","1850-12-31",FALSE
"10476",10476,"1883-1887","https://gallica.bnf.fr/ark:/12148/cb32812330g/date","Madrid, Madrid","Les Matinées espagnoles ",8,"cb32812330g",1307,"1883-01","1886-07","1883-01-01","1886-07-31",FALSE
"10477",10477,"1903-1903","https://gallica.bnf.fr/ark:/12148/cb32805537z/date","Metz","La Lecture illustrée ",13,"cb32805537z",364,"1903","1903","1903-01-01","1903-12-31",FALSE
"10478",10478,"19??","https://gallica.bnf.fr/ark:/12148/cb328100665/date","Quelque part dans Lyon","Lyon liberté ",5,"cb328100665",-19,"1944-08","1944-07-13","1944-08-01","1944-07-13",FALSE
"10479",10479,"1886-1886","https://gallica.bnf.fr/ark:/12148/cb32768065m/date","Lille","L'Épatant ",1,"cb32768065m",364,"1886","1886","1886-01-01","1886-12-31",FALSE
"10480",10480,"1825-1827","https://gallica.bnf.fr/ark:/12148/cb34440031q/date","Épinal","Journal de la Société d'émulation du département des Vosges  ",4,"cb34440031q",1644,"1825-07","1829","1825-07-01","1829-12-31",FALSE
"10481",10481,"1721-1723","https://gallica.bnf.fr/ark:/12148/cb32814284m/date","Paris, Paris, Paris, Paris","Le Mercure ",32,"cb32814284m",NA,"1721-10","1723-11","1721-10-01","1723-11-31",FALSE
"10482",10482,"1920-1930","https://gallica.bnf.fr/ark:/12148/cb328142989/date","Alger","Le Mercure africain ",271,"cb328142989",3359,"1920-12-15","1930-02-25","1920-12-15","1930-02-25",FALSE
"10483",10483,"1915-19..","https://gallica.bnf.fr/ark:/12148/cb32772117s/date","Paris","The Exporter ",1,"cb32772117s",0,"1915-07-17","1915-07-17","1915-07-17","1915-07-17",FALSE
"10484",10484,"1835-1837","https://gallica.bnf.fr/ark:/12148/cb32814319f/date","Paris","Le Mercure de France ",7,"cb32814319f",685,"1835-02-15","1836","1835-02-15","1836-12-31",FALSE
"10485",10485,"1841-1842","https://gallica.bnf.fr/ark:/12148/cb32761298f/date","Bordeaux","L'Écho des assujettis ",1,"cb32761298f",364,"1841","1841","1841-01-01","1841-12-31",FALSE
"10486",10486,"1848-1848","https://gallica.bnf.fr/ark:/12148/cb32754219t/date","Paris","De cinq heures à minuit ",1,"cb32754219t",30,"1848-10","1848-10","1848-10-01","1848-10-31",FALSE
"10487",10487,"1833-18..","https://gallica.bnf.fr/ark:/12148/cb32764942g/date","Paris","L'Écrin ",2,"cb32764942g",17,"1833-04-06","1833-04-23","1833-04-06","1833-04-23",FALSE
"10488",10488,"1885-1899","https://gallica.bnf.fr/ark:/12148/cb32814464j/date","Paris","La Mère et l'enfant ",15,"cb32814464j",5477,"1885","1899","1885-01-01","1899-12-31",FALSE
"10489",10489,"1903-1937","https://gallica.bnf.fr/ark:/12148/cb32811566s/date","Paris","Les Marges ",7,"cb32811566s",164,"1914-02","1914-07-15","1914-02-01","1914-07-15",FALSE
"10490",10490,"1900","https://gallica.bnf.fr/ark:/12148/cb32814793z/date","Pondichéry","Le Messager de l'Inde",191,"cb32814793z",1001,"1900-07-11","1903-04-08","1900-07-11","1903-04-08",TRUE
"10491",10491,"1915-1918","https://gallica.bnf.fr/ark:/12148/cb32811709h/date","Paris","Marmita ",4,"cb32811709h",783,"1915-08-10","1917-10-01","1915-08-10","1917-10-01",FALSE
"10492",10492,"1894-1897","https://gallica.bnf.fr/ark:/12148/cb32814806g/date","Bel Abbès","Le Messager de l'Ouest ",700,"cb32814806g",1363,"1894-01-01","1897-09-25","1894-01-01","1897-09-25",TRUE
"10493",10493,"1818-1830","https://gallica.bnf.fr/ark:/12148/cb32813398b/date","Arras","Mémoires de la Société royale d'Arras",14,"cb32813398b",4258,"1818","1829-08-29","1818-01-01","1829-08-29",FALSE
"10494",10494,"1897","https://gallica.bnf.fr/ark:/12148/cb32814914c/date","Boulogne sur Mer, Boulogne","Bulletin paroissial ",32,"cb32814914c",NA,"1916-02","1919-02","1916-02-01","1919-02-31",FALSE
"10495",10495,"190.-19..","https://gallica.bnf.fr/ark:/12148/cb328152109/date","Pontarlier, Villedieu Vaison","Bulletin paroissial ",60,"cb328152109",1856,"1914-07","1919-07","1914-07-01","1919-07-31",FALSE
"10496",10496,"1856-1858","https://gallica.bnf.fr/ark:/12148/cb32815323x/date","Parigi","Il Messaggere di Parigi ",153,"cb32815323x",551,"1856-10-07","1858-04-11","1856-10-07","1858-04-11",TRUE
"10497",10497,"1886-1887","https://gallica.bnf.fr/ark:/12148/cb32814848d/date","Bougie","Le Messager de la Kabylie ",36,"cb32814848d",457,"1886","1887-04-03","1886-01-01","1887-04-03",FALSE
"10498",10498,"1934","https://gallica.bnf.fr/ark:/12148/cb328153813/date","Paris","Le Métallo",21,"cb328153813",1034,"1941-11","1944-08","1941-11-01","1944-08-31",FALSE
"10499",10499,"1918-2009","https://gallica.bnf.fr/ark:/12148/cb32815912x/date","Marseille, Marseille","Le Midi syndicaliste ",242,"cb32815912x",NA,"1918-09","1944-02","1918-09-01","1944-02-31",FALSE
"10500",10500,"1896-1896","https://gallica.bnf.fr/ark:/12148/cb327599801/date","Paris","L'Écho de France ",1,"cb327599801",0,"1896-12-20","1896-12-20","1896-12-20","1896-12-20",FALSE
"10501",10501,"1927-1929","https://gallica.bnf.fr/ark:/12148/cb328158955/date","Béziers","Le Midi scolaire et ",18,"cb328158955",NA,"1927-11","1929-02","1927-11-01","1929-02-31",FALSE
"10502",10502,"1932-1932","https://gallica.bnf.fr/ark:/12148/cb328158448/date","Montpellier","Midi littoral",29,"cb328158448",203,"1932-04-30","1932-11-19","1932-04-30","1932-11-19",FALSE
"10503",10503,"19??","https://gallica.bnf.fr/ark:/12148/cb32815864w/date","S. l.","Le Midi ouvrier",1,"cb32815864w",0,"1941-11-04","1941-11-04","1941-11-04","1941-11-04",FALSE
"10504",10504,"1852-1882","https://gallica.bnf.fr/ark:/12148/cb328132502/date","Paris","Mémoires de la Société centrale de médecine vétérinaire",12,"cb328132502",11322,"1852","1882","1852-01-01","1882-12-31",FALSE
"10505",10505,"1855-18..","https://gallica.bnf.fr/ark:/12148/cb327602986/date","Paris","L'Écho de la Californie ",1,"cb327602986",0,"1855-03-01","1855-03-01","1855-03-01","1855-03-01",FALSE
"10506",10506,"1911-1914","https://gallica.bnf.fr/ark:/12148/cb32812604r/date","Paris","Le Médecin de la famille ",3,"cb32812604r",1401,"1911-03","1914","1911-03-01","1914-12-31",FALSE
"10507",10507,"1916-1919","https://gallica.bnf.fr/ark:/12148/cb328163831/date","Melun","Les Pupilles de l'administration pénitentiaire aux armées ",4,"cb328163831",1308,"1914","1917-08-01","1914-01-01","1917-08-01",FALSE
"10508",10508,"1835-1835","https://gallica.bnf.fr/ark:/12148/cb32816724m/date","Paris","Le Miroir de Paris ",21,"cb32816724m",131,"1835-04-04","1835-08-13","1835-04-04","1835-08-13",FALSE
"10509",10509,"1821-1823","https://gallica.bnf.fr/ark:/12148/cb32816737z/date","Paris","Le Miroir des spectacles",720,"cb32816737z",723,"1821-07-01","1823-06-24","1821-07-01","1823-06-24",TRUE
"10510",10510,"1823-1829","https://gallica.bnf.fr/ark:/12148/cb328163622/date","Paris","Rapport au Roi sur la situation des canaux ",7,"cb328163622",2192,"1823-03-31","1829-03-31","1823-03-31","1829-03-31",FALSE
"10511",10511,"1781-1940","https://gallica.bnf.fr/ark:/12148/cb327697900/date","Paris, Bouillon, Charleville, Paris, Paris, Paris, Paris, Paris, Paris, Paris, Paris, Paris, Paris, Paris, Paris, Paris","État du corps du génie",4,"cb327697900",37832,"1836-06","1939","1836-06-01","1939-12-31",FALSE
"10512",10512,"1854-1884","https://gallica.bnf.fr/ark:/12148/cb328168226/date","London, London, London","Miscellanies of the Philobiblon society",1,"cb328168226",364,"1855","1855","1855-01-01","1855-12-31",FALSE
"10513",10513,"1873-18..","https://gallica.bnf.fr/ark:/12148/cb32761511c/date","Paris","L'Écho des études ",1,"cb32761511c",0,"1873-08-07","1873-08-07","1873-08-07","1873-08-07",FALSE
"10514",10514,"1860-1870","https://gallica.bnf.fr/ark:/12148/cb32816751h/date","Paris","Le Miroir parisien ",25,"cb32816751h",2191,"1864-10","1870-10-01","1864-10-01","1870-10-01",FALSE
"10515",10515,"1881-1909","https://gallica.bnf.fr/ark:/12148/cb328174648/date","Paris","La Mode de style ",98,"cb328174648",714,"1890-01-01","1891-12-16","1890-01-01","1891-12-16",FALSE
"10516",10516,"1842-1902","https://gallica.bnf.fr/ark:/12148/cb32813270p/date","Avranches","Mémoires de la Société d'archéologie",15,"cb32813270p",22278,"1842","1902-12","1842-01-01","1902-12-31",FALSE
"10517",10517,"1921-1956","https://gallica.bnf.fr/ark:/12148/cb328174690/date","Paris","La Mode du jour ",52,"cb328174690",392,"1925-04-02","1926-04-29","1925-04-02","1926-04-29",FALSE
"10518",10518,"1901-1937","https://gallica.bnf.fr/ark:/12148/cb32817646w/date","Paris","Les Modes ",381,"cb32817646w",12965,"1901-10","1937-03","1901-10-01","1937-03-31",FALSE
"10519",10519,"1901-1909","https://gallica.bnf.fr/ark:/12148/cb32817516p/date","Paris","Mode palace ",97,"cb32817516p",NA,"1901-12","1909-02","1901-12-01","1909-02-31",FALSE
"10520",10520,"1908","https://gallica.bnf.fr/ark:/12148/cb328078645/date","Paris, Genève","Ligue internationale ",5,"cb328078645",275,"1908-05","1909-01","1908-05-01","1909-01-31",FALSE
"10521",10521,"1862-1862","https://gallica.bnf.fr/ark:/12148/cb32770591t/date","Paris","Almanach charivarique",1,"cb32770591t",364,"1862","1862","1862-01-01","1862-12-31",FALSE
"10522",10522,"1878-1890","https://gallica.bnf.fr/ark:/12148/cb328133374/date","Chalon sur Saône","Mémoires de la Société des sciences naturelles de Saône et",9,"cb328133374",4747,"1878","1890","1878-01-01","1890-12-31",FALSE
"10523",10523,"1889-1889","https://gallica.bnf.fr/ark:/12148/cb32817642h/date","Paris","Le Moderniste illustré ",23,"cb32817642h",175,"1889-04-06","1889-09-28","1889-04-06","1889-09-28",FALSE
"10524",10524,"1944","https://gallica.bnf.fr/ark:/12148/cb32771103v/date","S. l.","Eupalinos 44",1,"cb32771103v",30,"1944-07","1944-07","1944-07-01","1944-07-31",FALSE
"10525",10525,"1881-1888","https://gallica.bnf.fr/ark:/12148/cb32813282p/date","Paris, Paris","Mémoires de la Société d'ethnographie",2,"cb32813282p",2191,"1880","1885","1880-01-01","1885-12-31",FALSE
"10526",10526,"1893-19..","https://gallica.bnf.fr/ark:/12148/cb32808799s/date","Paris","Le Livre et l'image ",4,"cb32808799s",NA,"1893-03","1910-04","1893-03-01","1910-04-31",FALSE
"10527",10527,"1801-1802","https://gallica.bnf.fr/ark:/12148/cb32813434c/date","Troyes","Mémoires du Lycée du département de l'Aube",3,"cb32813434c",364,"1802","1802","1802-01-01","1802-12-31",FALSE
"10528",10528,"1876-1901","https://gallica.bnf.fr/ark:/12148/cb32813455b/date","Alais","Mémoires ",25,"cb32813455b",14243,"1876","1914","1876-01-01","1914-12-31",FALSE
"10529",10529,"18??","https://gallica.bnf.fr/ark:/12148/cb328151868/date","New York","Le Messager franco américain",8,"cb328151868",2159,"1877-07-05","1883-06-03","1877-07-05","1883-06-03",FALSE
"10530",10530,"19??","https://gallica.bnf.fr/ark:/12148/cb32778957p/date","Saint Malo","Front national de lutte pour la libération et l'indépendance de la France",1,"cb32778957p",NA,"1942-09","1942-09","1942-09-01","1942-09-31",FALSE
"10531",10531,"1933-1939","https://gallica.bnf.fr/ark:/12148/cb32818010g/date","Niort","Mon théâtre ",28,"cb32818010g",2007,"1933-10","1939-03","1933-10-01","1939-03-31",FALSE
"10532",10532,"1928-1935","https://gallica.bnf.fr/ark:/12148/cb32818161n/date","Paris","Monde ",112,"cb32818161n",1006,"1933-01-07","1935-10-10","1933-01-07","1935-10-10",FALSE
"10533",10533,"1862-1914","https://gallica.bnf.fr/ark:/12148/cb32818188p/date","Paris","Le Monde artiste ",1291,"cb32818188p",13881,"1876-01-01","1914-01-03","1876-01-01","1914-01-03",FALSE
"10534",10534,"1878-1948","https://gallica.bnf.fr/ark:/12148/cb328132297/date","Saint Quentin, Saint Quentin, Saint Quentin","Mémoires de la Société académique des sciences",18,"cb328132297",21731,"1876-07","1935","1876-07-01","1935-12-31",FALSE
"10535",10535,"1872-1877","https://gallica.bnf.fr/ark:/12148/cb32812968t/date","Paris, Paris, Paris","Mélanges d'archéologie égyptienne et assyrienne",10,"cb32812968t",2251,"1872-11","1878","1872-11-01","1878-12-31",FALSE
"10536",10536,"19??","https://gallica.bnf.fr/ark:/12148/cb32778985x/date","S. l.","Front rouge",1,"cb32778985x",0,"1941-03-15","1941-03-15","1941-03-15","1941-03-15",FALSE
"10537",10537,"191.","https://gallica.bnf.fr/ark:/12148/cb32779223p/date","","La Fusée à retards ",2,"cb32779223p",364,"1918","1918","1918-01-01","1918-12-31",FALSE
"10538",10538,"1940","https://gallica.bnf.fr/ark:/12148/cb327698892/date","Paris","L'Etendard",1,"cb327698892",30,"1940-10","1940-10","1940-10-01","1940-10-31",FALSE
"10539",10539,"19??","https://gallica.bnf.fr/ark:/12148/cb32809328d/date","S. l. puis : Nancy","Lorraine",13,"cb32809328d",517,"1942-12","1944-05-01","1942-12-01","1944-05-01",FALSE
"10540",10540,"19??","https://gallica.bnf.fr/ark:/12148/cb327666993/date","S. l.","En avant",1,"cb327666993",NA,"1941-06","1941-06","1941-06-01","1941-06-31",FALSE
"10541",10541,"1798-1806","https://gallica.bnf.fr/ark:/12148/cb328131963/date","Paris","Mémoires de l'Institut national des sciences et arts",3,"cb328131963",1094,"1799","1801","1799-01-01","1801-12-31",FALSE
"10542",10542,"1854-1854","https://gallica.bnf.fr/ark:/12148/cb32805212s/date","Paris","La Lanterne indépendante ",1,"cb32805212s",364,"1854","1854","1854-01-01","1854-12-31",FALSE
"10543",10543,"1916-1919","https://gallica.bnf.fr/ark:/12148/cb32817015z/date","Nancy","La Mitraille ",2,"cb32817015z",395,"1917-07","1918-07","1917-07-01","1918-07-31",FALSE
"10544",10544,"1927-1927","https://gallica.bnf.fr/ark:/12148/cb328168884/date","Paris","Bulletin et palmarès du Lycée français du Caire ",1,"cb328168884",30,"1927-10","1927-10","1927-10-01","1927-10-31",FALSE
"10545",10545,"19??","https://gallica.bnf.fr/ark:/12148/cb32806571c/date","S. l.","Libération",5,"cb32806571c",24,"1943-08","1943-08-25","1943-08-01","1943-08-25",FALSE
"10546",10546,"1944-1944","https://gallica.bnf.fr/ark:/12148/cb344482107/date","","Résistance ",2,"cb344482107",31,"1944-02-29","1944-03-31","1944-02-29","1944-03-31",FALSE
"10547",10547,"1833-1860","https://gallica.bnf.fr/ark:/12148/cb328133312/date","Blois","Mémoires de la Société des sciences et des lettres de la ville de Blois",6,"cb328133312",10226,"1833","1860","1833-01-01","1860-12-31",FALSE
"10548",10548,"1853-185.","https://gallica.bnf.fr/ark:/12148/cb328181938/date","Paris","Le Monde artistique et littéraire ",33,"cb328181938",98,"1853","1853-04-09","1853-01-01","1853-04-09",FALSE
"10549",10549,"1857-1864","https://gallica.bnf.fr/ark:/12148/cb32818257p/date","Paris","Le Monde dramatique ",232,"cb32818257p",2023,"1857-06-11","1862-12-25","1857-06-11","1862-12-25",FALSE
"10550",10550,"1896","https://gallica.bnf.fr/ark:/12148/cb32818266n/date","Alger","Le Monde du travail de l'Afrique française",130,"cb32818266n",556,"1896-04-02","1897-10-10","1896-04-02","1897-10-10",TRUE
"10551",10551,"1839-1851","https://gallica.bnf.fr/ark:/12148/cb32813258t/date","Calais","Mémoires de la Société d'agriculture",3,"cb32813258t",2191,"1839","1844","1839-01-01","1844-12-31",FALSE
"10552",10552,"1944","https://gallica.bnf.fr/ark:/12148/cb328098848/date","S. l.","Lutter et vaincre",2,"cb328098848",91,"1941-03","1941-05","1941-03-01","1941-05-31",FALSE
"10553",10553,"1828-1829","https://gallica.bnf.fr/ark:/12148/cb32814350k/date","Paris","Mercure en omnibus ",9,"cb32814350k",61,"1828-12","1829-01","1828-12-01","1829-01-31",FALSE
"10554",10554,"1860-1905","https://gallica.bnf.fr/ark:/12148/cb34400620w/date","Paris, Paris, Paris, Paris","Almanach parisien pour l'année",3,"cb34400620w",1460,"1860","1863","1860-01-01","1863-12-31",FALSE
"10555",10555,"1883-1883","https://gallica.bnf.fr/ark:/12148/cb32810053t/date","Lyon","Lyon illustré",2,"cb32810053t",7,"1883-04-01","1883-04-08","1883-04-01","1883-04-08",FALSE
"10556",10556,"1799-1800","https://gallica.bnf.fr/ark:/12148/cb32817706x/date","A Paris","Le Mois",17,"cb32817706x",426,"1799-03-30","1800-05-30","1799-03-30","1800-05-30",FALSE
"10557",10557,"1899-1917","https://gallica.bnf.fr/ark:/12148/cb32817762d/date","Paris, Paris","Le Mois littéraire et pittoresque",55,"cb32817762d",5751,"1900-11","1916-07","1900-11-01","1916-07-31",FALSE
"10558",10558,"1883-18..","https://gallica.bnf.fr/ark:/12148/cb327651744/date","Paris","L'Éducation du peuple ",1,"cb327651744",NA,"1883-09","1883-09","1883-09-01","1883-09-31",FALSE
"10559",10559,"1880-1880","https://gallica.bnf.fr/ark:/12148/cb328185743/date","Paris","Le Moniteur commercial et industriel de l'Europe ",1,"cb328185743",0,"1880-01-29","1880-01-29","1880-01-29","1880-01-29",FALSE
"10560",10560,"1872-1872","https://gallica.bnf.fr/ark:/12148/cb328186402/date","Paris","Le Moniteur de l'emprunt français ",1,"cb328186402",0,"1872-09-05","1872-09-05","1872-09-05","1872-09-05",FALSE
"10561",10561,"1869-1869","https://gallica.bnf.fr/ark:/12148/cb328190770/date","Paris","Le Moniteur des halles et marchés ",34,"cb328190770",117,"1869-04-01","1869-07-27","1869-04-01","1869-07-27",FALSE
"10562",10562,"1855-1855","https://gallica.bnf.fr/ark:/12148/cb32818166c/date","Paris, Paris","Le Monde ",3,"cb32818166c",28,"1855-09-09","1855-10-07","1855-09-09","1855-10-07",FALSE
"10563",10563,"18??","https://gallica.bnf.fr/ark:/12148/cb328191131/date","Paris","Le Moniteur des locations ",332,"cb328191131",5463,"1863-01-01","1877-12-16","1863-01-01","1877-12-16",FALSE
"10564",10564,"1943-195.","https://gallica.bnf.fr/ark:/12148/cb32814224r/date","Paris","Le Menuisier charpentier ",1,"cb32814224r",0,"1943-07-14","1943-07-14","1943-07-14","1943-07-14",FALSE
